order_id,user_id,order_date,shipping_location_id,order_status,payment_method,total_amount,updated_at
ad463549-bf41-43cb-b2e1-5f176b47ed61,f346bbe7-9caf-4bfe-bff8-a2c6b79a566b,2023-09-07 07:55:19.901041,191abb3d-3a4f-4ce7-937d-66c61c31aaf3,shipped,credit card,159.0,2023-09-07 07:55:19.901041
291a4905-5a29-4e6b-990b-d0c6946a95a6,21986e3c-d19f-4f31-9dd7-3f1f138ef8cc,2024-05-06 06:40:50.488616,91faf1c7-8141-4b37-bde8-14ac9ceab67b,shipped,credit card,109.0,2024-05-06 06:40:50.488616
3d0d3ffd-67e6-449a-bc73-013b99ea5bbd,4cc6d67e-cddb-4f9e-8130-0e684d45d885,2024-03-16 05:22:22.893904,4f7f963e-d3c5-44a3-8c0b-200d3edec38e,pending,credit card,1299.99,2024-03-16 05:22:22.893904
e8e7f030-0203-4340-a372-d63571414f58,0e512083-96e8-4922-9ce7-0289411a315b,2023-10-17 02:23:32.891694,171aa532-4d07-418b-816a-a7f6eafd3e7b,delivered,credit card,225.0,2023-10-17 02:23:32.891694
0cbe938d-2b33-4734-9a11-9684b385d9de,97d02f8f-affd-443b-ac69-1f0442bbeaae,2025-01-19 08:01:08.543711,f541a44e-16cc-4813-a635-53ba4299b351,shipped,bank transfer,599.99,2025-01-19 08:01:08.543711
d0126e91-f8d7-4cbc-9a5d-dcc51f982a0d,68518341-0766-499f-bbf2-aa0610c1de9c,2023-07-03 07:12:22.716333,c49968dd-d6d2-4227-ad5c-1a6163021daa,pending,paypal,599.0,2023-07-03 07:12:22.716333
47b2e24d-cbad-4916-a124-3bea0da26154,028849d9-5ce1-45be-81b8-c14afd68a5d7,2024-06-20 23:31:51.730650,7d2e7d9e-e2c6-493e-9586-6982f7e808a2,shipped,credit card,599.0,2024-06-20 23:31:51.730650
136d6cce-a535-49d7-83ff-fdea3bd9b015,b1cb62d0-8685-42d2-9fb6-8406b6658a34,2025-02-21 01:20:38.824396,8bf160df-8346-452b-8073-aa66d7b4db17,shipped,credit card,799.0,2025-02-21 01:20:38.824396
514a36bf-4733-4b73-a25f-52ab542504b8,b462931f-9664-46be-80e0-22c83b803c61,2024-07-15 21:00:28.510641,6a367425-fa41-4d2e-8ab2-14388557ec6c,shipped,credit card,225.0,2024-07-15 21:00:28.510641
e6a7a6b0-f961-4ae2-960e-9c1ab4c0fd18,593c73f2-b8e5-4141-8067-6073e9c000f0,2023-10-17 10:12:10.094120,d46a77af-2a73-4a67-ac46-1d48e041f0a3,pending,credit card,349.0,2023-10-17 10:12:10.094120
79eef2c0-aa7a-407d-81f3-f1b9b81bda1d,f104ad27-ee75-434e-b067-dba16d8bebc3,2024-09-21 04:59:50.808146,88d7d47c-ec38-404b-a2c0-eee9aa5ca8cd,shipped,credit card,289.0,2024-09-21 04:59:50.808146
2575dbd1-45f3-48a4-872f-a86e55616496,baa6961c-20e4-4bfe-8703-67f75bebb1c7,2023-06-19 23:12:39.806489,f3a80aa0-60ee-4cbc-b8e3-c67df8018a19,shipped,credit card,698.0,2023-06-19 23:12:39.806489
2b24ef63-f6f3-4192-b2da-dc219b7cd539,97a1a2f6-7a13-4e90-a714-272ad9815a41,2024-10-08 08:38:09.462052,2cc09f87-399e-4823-a75f-58ba86052bef,cancelled,credit card,749.0,2024-10-08 08:38:09.462052
51fc4c23-2586-4cd1-a7e6-0e4ec71cdac2,5c494d63-1e4c-4fdf-956e-fce49d9e4da2,2023-12-20 17:55:52.504807,7a7a852e-f9f1-4e65-8919-8c69cbfe68f0,shipped,bank transfer,899.0,2023-12-20 17:55:52.504807
484b824b-c06e-4029-9b4d-5bbffb04c6b1,0e55ced3-9e79-46fe-a680-c5e3363cbc32,2024-08-08 22:22:56.155085,b9c6b26b-6401-418d-8078-bc3e50814407,shipped,paypal,349.0,2024-08-08 22:22:56.155085
108134dc-5427-4925-a6ca-0baf3310880a,504b10c8-f3b9-47f2-9fe7-e068d847260b,2024-07-16 11:52:47.884921,bdc4d680-b3c9-4502-b66f-42687c7dd490,cancelled,paypal,259.0,2024-07-16 11:52:47.884921
a2e2d1ca-f07b-49bb-a0fd-a7846dd9a879,3dd6831b-ac5d-4133-aa2a-dcade8ca5b2e,2024-12-24 07:32:51.177446,846c454c-5170-42ef-a777-c6646732ceca,cancelled,bank transfer,49.0,2024-12-24 07:32:51.177446
9569f8cb-1a57-4cee-a490-3d65f63d3295,b10ccf77-ba4d-4c8e-955c-8139384243b4,2024-09-18 09:21:04.829986,f429c05d-34b1-4488-8b4a-1b4b2a683e18,cancelled,paypal,899.0,2024-09-18 09:21:04.829986
e8f94c88-06a7-4b07-afed-e7bb5909b7d6,35f4ffba-8d8f-4868-bded-b9cc4e107ed6,2024-08-06 21:28:32.815470,43355860-e84e-4da0-9402-2243ec35fb0c,pending,bank transfer,599.0,2024-08-06 21:28:32.815470
5987e1e6-3c15-47fc-99bf-88ed0b73a040,e5a4b1b4-46c5-44a5-945d-2f7ef057712b,2023-10-26 17:42:09.188974,3caaa31e-13d3-4726-82d3-39481cf98855,pending,bank transfer,425.0,2023-10-26 17:42:09.188974
07006af3-2b39-4995-813e-d0d3823a0b12,0abc36fc-24a8-47a1-b419-78cd2daca88b,2023-12-05 18:54:50.588187,cc8abd69-89b4-4b80-8a32-484ae401461a,pending,paypal,599.99,2023-12-05 18:54:50.588187
c6ec757f-ac0d-4818-8349-c078bc4b2732,0abc36fc-24a8-47a1-b419-78cd2daca88b,2023-12-05 18:54:17.589577,6ef1d60c-09d1-411f-acbb-1aace46bf89a,pending,paypal,199.0,2023-12-05 18:54:17.589577
6b0c7da5-09ef-419b-ad98-f251b5c1f027,0abc36fc-24a8-47a1-b419-78cd2daca88b,2023-12-05 18:56:10.591388,a341441c-3c16-4571-957a-66e5a18af1fd,delivered,bank transfer,289.0,2023-12-05 18:56:10.591388
bbaa6e4a-fe25-471b-bd5b-fecedbd0ad57,696f9074-4084-4290-be50-a000c474e1c0,2024-02-11 02:43:02.113712,209595a4-602c-4604-93d7-54d6b30269aa,cancelled,bank transfer,89.0,2024-02-11 02:43:02.113712
1d842e8f-ec02-4881-880c-faaa42c6cc42,731dc76f-85e6-40fe-a44e-b3e1c5ba136f,2023-08-11 21:17:42.349624,9639e2b7-779d-4db4-a3ca-ef2f79a759de,pending,paypal,49.0,2023-08-11 21:17:42.349624
32ce6a3d-862a-46f2-b15e-609cb297fa7f,731dc76f-85e6-40fe-a44e-b3e1c5ba136f,2023-08-11 21:17:32.349299,55492107-a9d5-40dd-a140-867223b97f36,cancelled,credit card,139.5,2023-08-11 21:17:32.349299
45655d2d-fdb2-49e5-ac9d-da2629cd4d5c,2686d5c6-6d59-4de7-9287-c72e39a8ab5e,2025-01-31 15:29:00.866022,2326e3d0-06fc-465a-9af7-dfe2c5b86c82,shipped,paypal,599.99,2025-01-31 15:29:00.866022
935c31d1-193c-4319-b43e-075ba48687d4,1aedbcfd-a357-44ea-8e80-c78a6bf2d5d9,2024-08-19 08:42:41.919846,ac30211d-9482-411e-9c56-e3aa3d15d3ee,cancelled,credit card,1299.99,2024-08-19 08:42:41.919846
8c48e3f4-3ef3-49ba-8a70-16c8d37d8533,db4d2d18-7ff5-475c-983f-8f4f2c0bfe69,2023-06-25 04:59:50.095685,d54fbd02-3976-4637-be97-16ad06bf79cf,pending,paypal,899.0,2023-06-25 04:59:50.095685
c31dfb91-397a-4433-9b64-8ca71ea0dd2d,104b5372-816e-45c2-8ab3-c590f262e145,2023-06-09 19:56:28.610563,d2f18f28-a61b-4c7d-8511-2d7f12ecaf24,shipped,bank transfer,109.0,2023-06-09 19:56:28.610563
ab3d48ac-f5dd-47d2-8a7c-d927ef5e0d74,71e538a4-e8c0-463d-a58a-9c6bf205da82,2024-10-31 12:39:09.609291,f2e20d2f-caf3-4094-b61e-d8af4ad76a0d,cancelled,bank transfer,749.0,2024-10-31 12:39:09.609291
68e438e0-5a57-4306-b0dc-80e80aee5a68,fa27a8f8-0312-4cdd-b228-99a2b752f753,2023-10-28 20:29:33.459588,f1f97ce9-d8b3-44a4-8bd7-25f2ec66f55e,delivered,paypal,349.0,2023-10-28 20:29:33.459588
d43bbf74-e609-456a-8257-909d5e3cff18,c344819d-1d80-47cd-a8b8-2fa172d0c649,2023-05-28 11:42:29.761116,44016c6f-480a-4459-9f6f-4967be876c4f,shipped,credit card,1598.0,2023-05-28 11:42:29.761116
f0154f90-db7b-4180-aac2-1afbfc9db15b,720f2288-0760-4502-b39f-51c3490ec6f3,2024-01-28 04:11:04.026438,07fcb800-da49-4408-8011-be30e268d92f,shipped,paypal,749.0,2024-01-28 04:11:04.026438
0285ede1-0f54-49d1-910a-8ebfa9093889,64a0f44b-fbde-4eb5-8cf9-96a3d0284602,2024-12-09 23:44:42.579605,6e078bdc-48c0-4d33-86f4-dccbb835de28,shipped,credit card,139.5,2024-12-09 23:44:42.579605
fb2fbe8c-ea46-4911-b7e2-f124381692f5,44610c94-a29c-464f-b8f8-9cbabb404bc8,2023-09-28 00:39:19.192864,75a8c1d7-ab5e-4be9-9478-e20e1d3ea32c,shipped,credit card,799.0,2023-09-28 00:39:19.192864
5b74c4d1-b332-4d31-93a6-5f0ceb078653,4ed992e0-1e44-45f4-9ed1-3afef006296b,2023-09-23 11:48:17.167909,54842b4d-4f4c-4a72-a493-c4152a4bf5dc,delivered,bank transfer,599.0,2023-09-23 11:48:17.167909
a3d853ec-c44b-450d-8b6c-da6ebb958291,9267e278-9bd7-49be-a265-eddaea02cc7d,2025-01-01 15:18:41.403942,fd267a93-7f23-42b5-8d1b-293ba9cef593,cancelled,credit card,289.0,2025-01-01 15:18:41.403942
527c9dea-6324-4e63-b535-ddc2c555b4b5,da7f624b-5716-4640-87a0-424659f43595,2023-09-22 06:33:33.717687,30260bb1-73f1-4f26-8950-2a6c0abe31af,shipped,bank transfer,749.0,2023-09-22 06:33:33.717687
915fbbf9-53cf-4f73-a384-bb95921409e1,53f0a378-596b-499f-a111-9bb139520c71,2023-04-30 23:35:48.627863,8eba0d06-0a18-4676-b473-c022981b99f9,delivered,credit card,225.0,2023-04-30 23:35:48.627863
29ac92f0-66f6-490a-992b-4112c4593083,041c4ba3-0bb9-4921-913b-e62ed9ffcacd,2023-11-13 05:22:52.533797,cf344c15-e9b3-489c-8f21-09f18eb232b8,cancelled,paypal,139.5,2023-11-13 05:22:52.533797
65aa6c06-5d43-4dc2-8b11-5be6227cc456,a841588d-53b3-4daf-8ca5-ac2e6d566dcc,2025-02-03 04:12:51.369461,2c5b2eb0-303d-4252-8c48-62190de5fd7b,cancelled,paypal,109.0,2025-02-03 04:12:51.369461
252ac83c-1d7b-4a5c-b7a8-7bc59bd39476,de1a8a8e-edb4-4f8d-a606-b32f920d5830,2024-10-18 11:33:46.730780,350e0c9a-1d95-4056-a6db-89dcbb5452fd,cancelled,credit card,1299.99,2024-10-18 11:33:46.730780
565a2822-615a-443c-ae73-699b31440c35,de1a8a8e-edb4-4f8d-a606-b32f920d5830,2024-10-18 11:34:13.731884,e07ab79d-a68f-45ac-b491-60182dc84e80,shipped,paypal,89.0,2024-10-18 11:34:13.731884
185708fa-426e-48b6-a0b5-8a0ca9129abc,03c0ca01-ce98-4e40-b231-82d49c4cc0fd,2023-09-23 17:18:40.434762,cc977171-f926-493c-b197-40228bb61e76,cancelled,credit card,425.0,2023-09-23 17:18:40.434762
fb31a55f-28e9-409e-a470-5fcc62cca661,4af83592-2e85-4bc6-a5ed-b1d9a4242b77,2024-01-20 00:55:38.327733,6818f77e-a15c-4648-9355-441e3e3f9b1e,cancelled,credit card,159.0,2024-01-20 00:55:38.327733
3fbce063-ea46-4d0d-8e05-2ac89e0e5cdf,207479d2-840a-419c-85bb-ff6410b9b399,2023-04-22 05:33:26.836334,70ba8e9c-8caf-428a-9e58-f8b6b24c7782,delivered,credit card,109.0,2023-04-22 05:33:26.836334
2e58e57a-4b4a-420d-a6f3-af262cc6c3c2,c85305f9-735b-4a93-923a-d41307789dae,2023-05-11 06:04:23.503289,7a761f37-e1a0-4de2-b6de-974a6d9d5598,delivered,paypal,109.0,2023-05-11 06:04:23.503289
3e74ba44-a65e-4003-91bf-4361edb5db91,a8d705bf-a564-4e98-bc3e-9ed11cdbd909,2024-05-01 20:47:13.731844,c9425b82-0c20-4760-814f-5b9f82a54c56,shipped,credit card,189.99,2024-05-01 20:47:13.731844
8f5b8149-eb67-412a-a9b7-6b3780cb135d,7a3f4573-f16a-4857-9a68-990e2412e47e,2024-09-27 19:54:30.890337,014b6836-47ad-4c55-899c-b5f3e2aebd53,pending,bank transfer,329.0,2024-09-27 19:54:30.890337
a82d0a46-d0f7-44e7-bb26-699f1bf5027f,7a3f4573-f16a-4857-9a68-990e2412e47e,2024-09-27 19:54:00.889962,0b2aa744-e14f-443f-bf5e-39fb14b3f352,delivered,credit card,139.5,2024-09-27 19:54:00.889962
234d65cf-ea3d-4c37-a7e8-8ce04c442d17,df114270-565f-4687-bdf0-ddc0d2e84094,2024-03-03 05:10:06.562396,71bfd71b-d0f9-4340-b20d-576f0d9630be,cancelled,paypal,349.0,2024-03-03 05:10:06.562396
56fc1a76-9e1d-4748-a3fe-266ba23b3ed7,90de2fee-e66c-4f4a-8b3c-211dc8f16809,2025-02-19 10:33:14.723826,19929767-7e08-4461-95b2-6840f4b3593f,delivered,bank transfer,189.99,2025-02-19 10:33:14.723826
71e61fd1-e846-4688-8047-eacb2046eeb5,2642765f-c772-4db6-b3d4-2f8a929b4c7b,2024-11-15 08:51:43.937091,b6b4aaa5-39c4-4eed-a97f-8f1ed783b9d0,delivered,paypal,289.0,2024-11-15 08:51:43.937091
22a112b5-3a88-4cec-bab8-cd39d6b3e81a,96aaa3ca-baf6-489f-94e0-a8d38cf431de,2024-09-15 09:24:22.442084,475bce8c-4705-4796-96b3-c47540809548,cancelled,bank transfer,139.5,2024-09-15 09:24:22.442084
75ffb57f-f27d-493c-881f-af4bfd4454db,afef2e1c-f34b-43b9-9818-2703fc800953,2023-12-03 10:14:03.049401,5d5b0bd9-0ebf-4523-aaad-89265d9a24cd,pending,bank transfer,49.0,2023-12-03 10:14:03.049401
4784259f-a86e-4ac1-b82e-98dcd0ce2457,1e60ba33-fcbf-42ca-96a8-05bbb7a7d1ba,2023-09-09 21:27:22.768650,cc29a582-8167-46fa-a7e5-5d10e3a14f5d,shipped,credit card,329.0,2023-09-09 21:27:22.768650
d78127e8-cb33-44d7-aa8d-6f817e34edc3,a8c62c4d-dc1c-4e12-a4ac-1e29d3c6756c,2023-10-02 20:24:47.385025,dc0a1c8e-88bc-4600-831b-800ac3155e4b,cancelled,bank transfer,109.0,2023-10-02 20:24:47.385025
293dffae-876d-4b13-a958-d9ab1c30f3f5,62d8d220-bd36-404a-96bf-bee009a27373,2025-01-23 23:12:05.801103,fcc966c6-3c19-4f42-8cb9-c5c66d33758b,delivered,paypal,49.0,2025-01-23 23:12:05.801103
c4c34aeb-edce-419f-b47e-2c3edd5c0525,449c230d-3bb1-4ffe-aa03-6e2f51084482,2025-02-14 09:09:29.284871,c1e84c4a-50d8-429c-9157-cf3e9766cd43,delivered,credit card,49.0,2025-02-14 09:09:29.284871
22f1e7d4-e2f7-4a51-8c40-a716bcf8fa8f,626cc54d-88ab-4afd-a635-7edad26cf96c,2024-03-12 13:29:25.505496,79a55d6f-a09d-43de-84a3-521a71eeea51,cancelled,bank transfer,225.0,2024-03-12 13:29:25.505496
af4abf31-49df-4748-8a8b-06774db70660,e702d3cb-8f02-4e9c-ac04-399df466b44b,2024-11-15 07:49:59.977800,53859e02-6fe4-4ae8-99cc-dde6390bde0d,delivered,paypal,599.99,2024-11-15 07:49:59.977800
e9382f35-8210-4862-969c-15b2224f6444,a06ae93d-01d2-4fc9-b44d-f4b50f735617,2024-03-14 03:06:34.559659,288d6c65-daf2-471c-8736-591d74f9bd90,shipped,bank transfer,289.0,2024-03-14 03:06:34.559659
d7561954-d0e1-4881-98c2-fc34ebde34e7,be6826d2-4aac-4fb6-8b14-5c963fa8a0e3,2024-05-01 04:38:37.826160,b9175922-18c6-44ff-a3eb-ebd71e65ca50,shipped,credit card,98.0,2024-05-01 04:38:37.826160
e4260ae1-c59b-4de8-909d-1263f4aa15ac,6d2d2c6c-43b6-4a27-8e2d-79ba381487da,2023-06-22 10:58:36.189307,b9b436d3-61bf-4b71-8fe2-f0534230411e,cancelled,credit card,599.99,2023-06-22 10:58:36.189307
a6f8a5ac-c30d-4fb5-b775-6059d298404d,19b91096-246c-4e5b-bf25-d9083d5e1fbf,2023-08-17 07:55:59.212741,a15e0655-e276-4b30-9ade-cee4bfcc8e33,shipped,credit card,599.99,2023-08-17 07:55:59.212741
abfc8586-e55b-416e-a80c-40c10d579ea0,758240a7-b4a7-4d43-9306-7adad8bfc4d5,2024-09-01 17:02:58.652438,85f801f0-efa5-4ccb-ab24-4b05845aede2,delivered,credit card,139.5,2024-09-01 17:02:58.652438
cbd4b8db-541c-4f78-889f-3f1a566fe0df,c6d130fa-5f14-4f16-a774-4ce213e7b504,2024-06-11 07:02:59.913885,cefc3837-8dec-4c17-902b-368081196352,delivered,credit card,218.0,2024-06-11 07:02:59.913885
312dd27a-87c8-4c01-86fc-96c7bc38bf24,5a94ca8a-1013-4e94-9b1b-eaa3b484befe,2024-09-26 22:41:55.328373,7a52cd11-cb32-42ab-b5e9-fa216fef2a24,shipped,paypal,379.98,2024-09-26 22:41:55.328373
24c0c086-8764-4505-ae88-19c90571cc8d,a2b89e20-ef0f-4c04-a9e7-78cbcbba7e58,2024-06-23 09:19:01.366102,6675b033-47ee-4cf2-a664-b6785203d212,pending,bank transfer,749.0,2024-06-23 09:19:01.366102
27f49771-fa32-426e-995d-1d59efd9b5e1,57ff5548-1d28-47a0-ad84-5afe38c77dca,2025-01-23 18:51:56.995492,341e4895-0c44-40fd-a13c-e64d723e860e,cancelled,bank transfer,599.99,2025-01-23 18:51:56.995492
7decf519-a588-44ff-8c01-0c9465fbafaa,e285db4d-f7fb-4406-ac4a-0dfd10d0fd27,2023-06-11 05:26:34.637491,3eeeb636-967c-4be7-82e5-134348f975a1,cancelled,paypal,899.0,2023-06-11 05:26:34.637491
0562fe16-be65-435d-b180-e74cf8dbaad1,e285db4d-f7fb-4406-ac4a-0dfd10d0fd27,2023-06-11 05:26:12.636043,525aaa7d-6449-4687-a6cc-18ad032fc3b2,cancelled,credit card,599.0,2023-06-11 05:26:12.636043
d81ab7dc-ae6c-4993-8aee-eac9a1d2fc0f,ebdba48c-7441-4d13-a6f1-58909b8347fe,2024-07-11 19:09:46.652053,2081a780-5b83-42ce-8861-4abbe7b28e4a,shipped,credit card,329.0,2024-07-11 19:09:46.652053
94516729-7312-4d26-ba22-d6d500a10bb3,97208a86-3da1-4020-af3b-32b95bf36412,2024-02-03 13:52:34.542612,4920aa02-001e-4520-ba16-69da24832bc9,cancelled,bank transfer,225.0,2024-02-03 13:52:34.542612
e06ff0d4-6f53-4f89-a401-ce0f4939ef9b,a150ddd7-6830-463b-b277-22a7653a8465,2025-04-11 04:24:47.735766,eacf6180-5ed7-4ae0-bc41-51758ff251cf,pending,paypal,225.0,2025-04-11 04:24:47.735766
afc93fac-af0c-463b-8593-49d143cb74f5,988ba37a-0829-4bfd-b881-d322fe994342,2024-03-19 15:02:08.482729,9ed530f7-7dd1-4830-8027-1c77394ac12b,pending,bank transfer,225.0,2024-03-19 15:02:08.482729
95abe7ae-3d92-40f0-acf7-dc55d8b16dcc,4f7d3715-8ba5-4e2f-99bd-a5ca0f6322ae,2024-11-21 16:21:12.091895,d4453727-c3d1-4c96-a6d7-7338bdffd9c6,delivered,bank transfer,259.0,2024-11-21 16:21:12.091895
7e8673bf-2d08-4b30-a19a-77cde2c045e6,4f7d3715-8ba5-4e2f-99bd-a5ca0f6322ae,2024-11-21 16:18:05.090402,ae12f4b6-f390-4a5d-8bfe-cfa600379b0c,pending,credit card,289.0,2024-11-21 16:18:05.090402
d3cf6541-d915-4e77-8dad-7a5fa6e9b5ae,8828418d-fd87-4360-a593-837999d8dfd2,2024-01-28 19:01:10.870458,ca4148af-baa6-402f-9ce1-e6a5869c2873,shipped,paypal,349.0,2024-01-28 19:01:10.870458
1efb6bc5-22d6-4eca-b141-d1f07a6c9048,35398963-d327-4cc0-9900-c3214219eb72,2024-11-06 23:42:06.777099,b4d32b86-02de-4777-b980-c29c4b322b05,delivered,credit card,289.0,2024-11-06 23:42:06.777099
bacf5012-bd54-4545-88e8-c79afc678db7,ebd15ade-fc49-4545-a10f-2f0945a07117,2025-01-17 07:31:44.100749,6f02eb0d-f67e-4ec9-842f-2c4b609629e6,cancelled,credit card,89.0,2025-01-17 07:31:44.100749
585537a3-0409-4aeb-a178-e8f06ab54bfa,cab8aadd-8a9c-4a82-8263-17e847e02c05,2024-06-07 20:39:43.921382,e3f9d5ff-9d74-421a-8a78-9cfd64986ec1,pending,credit card,349.0,2024-06-07 20:39:43.921382
a2a6b747-30f7-4723-8c0c-94ed42049e6c,cf80790b-529d-4142-aa1b-ba425f3860e3,2023-11-12 10:51:49.053520,9f6510f5-4de6-45f1-9c24-3ce757b525e0,pending,credit card,259.0,2023-11-12 10:51:49.053520
b1cc3f7c-61c7-441e-a7cf-ffa02af474fd,cf80790b-529d-4142-aa1b-ba425f3860e3,2023-11-12 10:51:57.054031,42feb589-5db0-4973-a03a-604d236f8f92,delivered,credit card,899.0,2023-11-12 10:51:57.054031
9d682957-ffb6-46e4-b83c-5357bf6f6cc4,1da7f6dc-a2dc-403b-909a-da072815209f,2024-01-08 23:13:05.513622,4ceae9e0-f6a6-464b-a78e-a787a14c8086,pending,credit card,49.0,2024-01-08 23:13:05.513622
63f8eac4-9be4-4cb1-aadb-72537b4a77e6,f50dffc0-1c96-48c1-b7b6-ccaf62cb71fc,2025-03-22 12:38:15.398324,8f28b7a8-5d24-44ab-9d83-baf5018046d5,delivered,credit card,349.0,2025-03-22 12:38:15.398324
15d8bce5-aea3-4aec-84f9-84a1739181a3,89020a97-128c-417a-8c05-5b0a823b7845,2025-03-15 02:51:53.520972,f692a870-643a-4b69-bcd5-e8e6377139d3,cancelled,credit card,899.0,2025-03-15 02:51:53.520972
